#Number of Samples: 12
#Total Number of Reads: 44439983
#S1	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N10_Nuria_kraken_report
#S2	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N11_Nuria_kraken_report
#S3	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N12_Nuria_kraken_report
#S4	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N1_Nuria_kraken_report
#S5	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N2_Nuria_kraken_report
#S6	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N3_Nuria_kraken_report
#S7	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N4_Nuria_kraken_report
#S8	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N5_Nuria_kraken_report
#S9	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N6_Nuria_kraken_report
#S10	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N7_Nuria_kraken_report
#S11	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N8_Nuria_kraken_report
#S12	/data/Food/analysis/R0602_microsupport/jamie.fitzgerald/r0937/4__krak2/_N9_Nuria_kraken_report
#perc	tot_all	tot_lvl	1_all	1_lvl	2_all	2_lvl	3_all	3_lvl	4_all	4_lvl	5_all	5_lvl	6_all	6_lvl	7_all	7_lvl	8_all	8_lvl	9_all	9_lvl	10_all	10_lvl	11_all	11_lvl	12_all	12_lvl	lvl_type	taxid	name
0.3046	135368	135368	1813	1813	23729	23729	69603	69603	11	11	1	1	3	3	0	0	9	9	1384	1384	38356	38356	457	457	2	2	S1	1423723	                    Lactobacillus amylovorus DSM 20531
0.1516	67375	67375	868	868	11438	11438	35241	35241	7	7	2	2	2	2	0	0	4	4	1099	1099	18486	18486	227	227	1	1	S1	695562	                    Lactobacillus amylovorus GRL1118
1.7623	783187	447188	10600	6092	157726	90221	342483	197054	127	70	64	36	148	90	10	9	30	17	11755	6563	253636	143279	6410	3600	198	157	S	1598	                  Lactobacillus reuteri
0.7058	313670	313670	4271	4271	64209	64209	136405	136405	55	55	27	27	53	53	0	0	11	11	4680	4680	101295	101295	2626	2626	38	38	S1	491077	                    Lactobacillus reuteri SD2112
0.0280	12450	12450	118	118	1354	1354	4568	4568	0	0	1	1	2	2	0	0	2	2	237	237	6057	6057	110	110	1	1	S1	1340495	                    Lactobacillus reuteri I5007
0.0132	5882	5882	65	65	1229	1229	2469	2469	1	1	0	0	2	2	1	1	0	0	234	234	1834	1834	46	46	1	1	S1	1358027	                    Lactobacillus reuteri TD1
0.0090	3997	0	54	0	713	0	1987	0	1	0	0	0	1	0	0	0	0	0	41	0	1171	0	28	0	1	0	S1	1273150	                    Lactobacillus reuteri 1063
0.0090	3997	3997	54	54	713	713	1987	1987	1	1	0	0	1	1	0	0	0	0	41	41	1171	1171	28	28	1	1	S2	927703	                      Lactobacillus reuteri ATCC 53608
0.8519	378575	339760	4878	4377	69957	62814	197088	176616	35	29	2	2	6	5	0	0	15	13	2158	1877	103073	92813	1355	1206	8	8	S	1587	                  Lactobacillus helveticus
0.0675	29977	29977	385	385	5501	5501	15779	15779	4	4	0	0	1	1	0	0	1	1	199	199	7999	7999	108	108	0	0	S1	880633	                    Lactobacillus helveticus R0052
0.0071	3150	3150	47	47	553	553	1640	1640	1	1	0	0	0	0	0	0	1	1	22	22	871	871	15	15	0	0	S1	767462	                    Lactobacillus helveticus H10
0.0061	2732	2732	27	27	491	491	1475	1475	0	0	0	0	0	0	0	0	0	0	33	33	692	692	14	14	0	0	S1	326425	                    Lactobacillus helveticus CNRZ32
0.0060	2656	2656	38	38	549	549	1411	1411	1	1	0	0	0	0	0	0	0	0	24	24	622	622	11	11	0	0	S1	405566	                    Lactobacillus helveticus DPC 4571
0.0007	300	300	4	4	49	49	167	167	0	0	0	0	0	0	0	0	0	0	3	3	76	76	1	1	0	0	S1	767456	                    Lactobacillus helveticus H9
0.1693	75256	73123	239	232	4300	4141	12027	11553	417	402	58	54	246	238	8	8	383	369	48965	47780	8022	7768	167	163	424	415	S	1624	                  Lactobacillus salivarius
0.0029	1293	1293	6	6	133	133	355	355	6	6	1	1	5	5	0	0	4	4	598	598	176	176	3	3	6	6	S1	1194971	                    Lactobacillus salivarius str. Ren
0.0019	840	840	1	1	26	26	119	119	9	9	3	3	3	3	0	0	10	10	587	587	78	78	1	1	3	3	S1	362948	                    Lactobacillus salivarius UCC118
0.1104	49060	0	617	0	8173	0	25431	0	2	0	4	0	6	0	0	0	7	0	1562	0	13057	0	199	0	2	0	S	267818	                  Lactobacillus kefiranofaciens
0.1104	49060	49060	617	617	8173	8173	25431	25431	2	2	4	4	6	6	0	0	7	7	1562	1562	13057	13057	199	199	2	2	S1	1033837	                    Lactobacillus kefiranofaciens ZW3
0.0872	38741	38741	463	463	6943	6943	19733	19733	0	0	0	0	2	2	0	0	0	0	279	279	11179	11179	141	141	1	1	S	52242	                  Lactobacillus gallinarum
0.0718	31911	31909	443	443	5604	5604	16054	16052	5	5	0	0	0	0	0	0	2	2	770	770	8916	8916	116	116	1	1	S	1579	                  Lactobacillus acidophilus
0.0000	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	272621	                    Lactobacillus acidophilus NCFM
0.0353	15684	0	170	0	2105	0	6203	0	2	0	1	0	0	0	0	0	0	0	30	0	7111	0	62	0	0	0	S	97478	                  Lactobacillus mucosae
0.0353	15684	15684	170	170	2105	2105	6203	6203	2	2	1	1	0	0	0	0	0	0	30	30	7111	7111	62	62	0	0	S1	1130798	                    Lactobacillus mucosae LM1
0.0309	13748	13748	179	179	1923	1923	6700	6700	3	3	0	0	0	0	0	0	0	0	137	137	4748	4748	58	58	0	0	S	83683	                  Lactobacillus amylolyticus
0.0296	13143	13143	42	42	422	422	1055	1055	61	61	7	7	29	29	1	1	76	76	10453	10453	838	838	23	23	136	136	S	1601	                  Lactobacillus agilis
0.0294	13063	12971	187	187	2040	2027	6974	6919	1	1	1	1	1	1	0	0	2	2	200	196	3591	3573	66	64	0	0	S	1613	                  Lactobacillus fermentum
0.0001	33	33	0	0	7	7	22	22	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	S1	712938	                    Lactobacillus fermentum CECT 5716
0.0001	27	27	0	0	2	2	17	17	0	0	0	0	0	0	0	0	0	0	0	0	7	7	1	1	0	0	S1	767453	                    Lactobacillus fermentum F-6
0.0001	26	26	0	0	4	4	15	15	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	S1	334390	                    Lactobacillus fermentum IFO 3956
0.0000	6	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	4	0	0	1	1	0	0	S1	1381124	                    Lactobacillus fermentum 3872
0.0175	7799	4592	98	59	1165	766	4127	2418	1	0	0	0	3	2	0	0	4	2	600	268	1759	1051	41	26	1	0	S	1596	                  Lactobacillus gasseri
0.0040	1796	1796	25	25	226	226	998	998	1	1	0	0	0	0	0	0	1	1	147	147	391	391	6	6	1	1	S1	1380360	                    Lactobacillus gasseri DSM 14869
0.0032	1411	1411	14	14	173	173	711	711	0	0	0	0	1	1	0	0	1	1	185	185	317	317	9	9	0	0	S1	324831	                    Lactobacillus gasseri ATCC 33323 = JCM 1131
0.0108	4806	4154	59	51	790	680	2418	2120	1	1	0	0	1	1	0	0	1	1	184	145	1339	1146	12	9	1	0	S	1584	                  Lactobacillus delbrueckii
0.0008	342	328	3	3	66	62	175	170	0	0	0	0	0	0	0	0	0	0	11	10	87	83	0	0	0	0	S1	29397	                    Lactobacillus delbrueckii subsp. lactis
0.0000	14	14	0	0	4	4	5	5	0	0	0	0	0	0	0	0	0	0	1	1	4	4	0	0	0	0	S2	888027	                      Lactobacillus delbrueckii subsp. lactis DSM 20072
0.0005	244	244	5	5	33	33	106	106	0	0	0	0	0	0	0	0	0	0	8	8	88	88	3	3	1	1	S1	83684	                    Lactobacillus delbrueckii subsp. delbrueckii
0.0001	57	10	0	0	10	2	11	4	0	0	0	0	0	0	0	0	0	0	20	3	16	1	0	0	0	0	S1	1585	                    Lactobacillus delbrueckii subsp. bulgaricus
0.0001	41	41	0	0	5	5	4	4	0	0	0	0	0	0	0	0	0	0	17	17	15	15	0	0	0	0	S2	767455	                      Lactobacillus delbrueckii subsp. bulgaricus ND02
0.0000	3	3	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S2	390333	                      Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002
0.0000	2	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S2	353496	                      Lactobacillus delbrueckii subsp. bulgaricus 2038
0.0000	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S2	321956	                      Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365
0.0000	7	7	0	0	1	1	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	1050107	                    Lactobacillus delbrueckii subsp. sunkii
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S1	249265	                    Lactobacillus delbrueckii subsp. indicus
0.0072	3220	3220	36	36	490	490	1684	1684	0	0	0	0	3	3	0	0	0	0	176	176	821	821	10	10	0	0	S	1600	                  Lactobacillus acetotolerans
0.0061	2710	959	39	19	431	102	1295	380	0	0	0	0	1	1	0	0	0	0	29	21	897	429	18	7	0	0	S	1590	                  Lactobacillus plantarum
0.0039	1750	1750	20	20	329	329	914	914	0	0	0	0	0	0	0	0	0	0	8	8	468	468	11	11	0	0	S1	1327988	                    Lactobacillus plantarum 16
0.0000	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	337330	                    Lactobacillus plantarum subsp. plantarum
0.0039	1722	1722	35	35	399	399	645	645	0	0	1	1	13	13	1	1	0	0	1	1	323	323	1	1	303	303	S	1599	                  Lactobacillus sakei
0.0016	728	728	12	12	141	141	260	260	0	0	1	1	8	8	0	0	0	0	10	10	142	142	4	4	150	150	S	28038	                  Lactobacillus curvatus
0.0016	693	693	5	5	119	119	340	340	0	0	0	0	0	0	0	0	0	0	5	5	222	222	2	2	0	0	S	109790	                  Lactobacillus jensenii
0.0013	599	575	16	16	66	63	252	244	0	0	0	0	0	0	0	0	0	0	0	0	258	245	7	7	0	0	S	1610	                  Lactobacillus coryniformis
0.0000	18	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	S1	115541	                    Lactobacillus coryniformis subsp. coryniformis
0.0000	18	18	0	0	1	1	7	7	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	S2	913848	                      Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001
0.0000	6	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	S1	115542	                    Lactobacillus coryniformis subsp. torquens
0.0000	6	6	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	S2	1423822	                      Lactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535
0.0009	398	325	5	4	65	52	200	159	0	0	0	0	0	0	0	0	0	0	35	34	87	70	3	3	3	3	G1	655183	                  Lactobacillus casei group
0.0002	72	25	1	1	13	7	41	13	0	0	0	0	0	0	0	0	0	0	0	0	17	4	0	0	0	0	S	1597	                    Lactobacillus paracasei
0.0001	47	47	0	0	6	6	28	28	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	S1	1446494	                      Lactobacillus paracasei N1115
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1582	                    Lactobacillus casei
0.0008	337	337	5	5	56	56	197	197	1	1	0	0	0	0	0	0	0	0	5	5	72	72	1	1	0	0	S	303541	                  Lactobacillus apis
0.0004	190	0	4	0	22	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	1	0	S	1193095	                  Lactobacillus hokkaidonensis
0.0004	190	190	4	4	22	22	85	85	0	0	0	0	0	0	0	0	0	0	0	0	78	78	0	0	1	1	S1	1291742	                    Lactobacillus hokkaidonensis JCM 18461
0.0003	131	0	0	0	19	0	67	0	0	0	0	0	0	0	0	0	0	0	5	0	38	0	1	0	1	0	S	1603	                  Lactobacillus amylophilus
0.0003	131	131	0	0	19	19	67	67	0	0	0	0	0	0	0	0	0	0	5	5	38	38	1	1	1	1	S1	1423721	                    Lactobacillus amylophilus DSM 20533 = JCM 1125
0.0002	101	101	1	1	15	15	54	54	0	0	0	0	1	1	0	0	0	0	0	0	28	28	1	1	1	1	S	375175	                  Lactobacillus backii
0.0002	77	77	0	0	13	13	35	35	0	0	0	0	1	1	0	0	0	0	2	2	18	18	1	1	7	7	S	89059	                  Lactobacillus acidipiscis
0.0002	72	72	0	0	17	17	32	32	0	0	0	0	0	0	0	0	0	0	0	0	22	22	1	1	0	0	S	1218493	                  Lactobacillus kullabergensis
0.0001	58	58	1	1	5	5	25	25	0	0	0	0	0	0	0	0	0	0	15	15	8	8	0	0	4	4	S	1622	                  Lactobacillus murinus
0.0001	53	0	0	0	5	0	23	0	0	0	0	0	0	0	0	0	0	0	7	0	17	0	0	0	1	0	S	1625	                  Lactobacillus sanfranciscensis
0.0001	53	53	0	0	5	5	23	23	0	0	0	0	0	0	0	0	0	0	7	7	17	17	0	0	1	1	S1	714313	                    Lactobacillus sanfranciscensis TMW 1.1304
0.0001	36	36	0	0	6	6	13	13	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	11	11	S	240427	                  Lactobacillus paracollinoides
0.0001	36	36	0	0	8	8	18	18	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	S	2099789	                  Lactobacillus sp. CBA3606
0.0001	35	34	0	0	5	5	19	18	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	S	1580	                  Lactobacillus brevis
0.0000	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	1001583	                    Lactobacillus brevis KB290
0.0001	31	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	12	0	7	0	0	0	3	0	S	1623	                  Lactobacillus ruminis
0.0001	31	31	0	0	4	4	5	5	0	0	0	0	0	0	0	0	0	0	12	12	7	7	0	0	3	3	S1	1069534	                    Lactobacillus ruminis ATCC 27782
0.0000	16	16	0	0	5	5	9	9	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S	392416	                  Lactobacillus crustorum
0.0000	11	11	1	1	3	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	S	1847728	                  Lactobacillus allii
0.0000	10	10	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S	148814	                  Lactobacillus kunkeei
0.0000	9	9	0	0	1	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	S	267363	                  Lactobacillus zymae
0.0000	9	9	0	0	2	2	5	5	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S	60520	                  Lactobacillus paraplantarum
0.0000	7	7	0	0	2	2	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	1138822	                  Lactobacillus curieae
0.0000	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	S	1581	                  Lactobacillus buchneri
0.0000	6	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	3	2	2	0	0	0	0	S1	511437	                    Lactobacillus buchneri NRRL B-30929
0.0000	5	5	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	1218494	                  Lactobacillus helsingborgensis
0.0000	4	4	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	47715	                  Lactobacillus rhamnosus
0.0000	3	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	S	2099788	                  Lactobacillus sp. CBA3605
0.0000	3	3	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	152331	                  Lactobacillus parabuchneri
0.0000	2	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	1007676	                  Lactobacillus ginsenosidimutans
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	S	1612	                  Lactobacillus farciminis
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	936140	                    Lactobacillus farciminis KCTC 3681 = DSM 20184
0.0000	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	637971	                  Lactobacillus koreensis
0.0000	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	53444	                  Lactobacillus lindneri
0.0000	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	1074467	                  Lactobacillus heilongjiangensis
0.0024	1045	29	10	0	129	5	471	12	2	0	0	0	2	0	0	0	4	0	58	0	351	6	5	0	13	6	G	1253	                Pediococcus
0.0020	900	0	10	0	118	0	424	0	2	0	0	0	2	0	0	0	4	0	55	0	274	0	4	0	7	0	G1	1670797	                  Pediococcus acidilactici group
0.0020	900	900	10	10	118	118	424	424	2	2	0	0	2	2	0	0	4	4	55	55	274	274	4	4	7	7	S	1254	                    Pediococcus acidilactici
0.0002	106	0	0	0	4	0	29	0	0	0	0	0	0	0	0	0	0	0	3	0	69	0	1	0	0	0	S	187452	                  Pediococcus claussenii
0.0002	106	106	0	0	4	4	29	29	0	0	0	0	0	0	0	0	0	0	3	3	69	69	1	1	0	0	S1	701521	                    Pediococcus claussenii ATCC BAA-344
0.0000	7	5	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	S	1255	                  Pediococcus pentosaceus
0.0000	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	278197	                    Pediococcus pentosaceus ATCC 25745
0.0000	3	3	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	51663	                  Pediococcus damnosus
0.0923	41025	989	62	0	462	9	476	10	339	2	12	1	135	2	1	0	72	2	31710	947	7692	16	40	0	24	0	F	1300	              Streptococcaceae
0.0889	39528	24259	62	7	449	372	459	158	64	31	11	6	129	103	1	0	69	55	30550	22864	7672	640	39	9	23	14	G	1301	                Streptococcus
0.0158	7027	7027	53	53	8	8	252	252	5	5	0	0	1	1	0	0	0	0	2	2	6692	6692	14	14	0	0	S	82348	                  Streptococcus pluranimalium
0.0044	1969	615	0	0	16	8	13	7	5	0	2	1	4	2	0	0	3	1	1914	591	11	5	0	0	1	0	S	315405	                  Streptococcus gallolyticus
0.0030	1354	253	0	0	8	2	6	1	5	1	1	0	2	1	0	0	2	2	1323	244	6	2	0	0	1	0	S1	53354	                    Streptococcus gallolyticus subsp. gallolyticus
0.0024	1070	1070	0	0	6	6	5	5	4	4	1	1	1	1	0	0	0	0	1048	1048	4	4	0	0	1	1	S2	990317	                      Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069
0.0000	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	0	0	0	S2	637909	                      Streptococcus gallolyticus UCN34
0.0000	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	S2	981539	                      Streptococcus gallolyticus subsp. gallolyticus ATCC 43143
0.0034	1516	180	0	0	11	1	10	3	1	0	0	0	8	1	0	0	2	0	1477	174	5	1	1	0	1	0	S	102684	                  Streptococcus infantarius
0.0030	1336	0	0	0	10	0	7	0	1	0	0	0	7	0	0	0	2	0	1303	0	4	0	1	0	1	0	S1	150054	                    Streptococcus infantarius subsp. infantarius
0.0030	1336	1336	0	0	10	10	7	7	1	1	0	0	7	7	0	0	2	2	1303	1303	4	4	1	1	1	1	S2	1069533	                      Streptococcus infantarius subsp. infantarius CJ18
0.0020	890	350	2	1	8	4	8	8	4	1	0	0	1	0	0	0	1	1	748	264	104	71	14	0	0	0	S	1307	                  Streptococcus suis
0.0012	525	525	1	1	3	3	0	0	3	3	0	0	1	1	0	0	0	0	477	477	26	26	14	14	0	0	S1	423211	                    Streptococcus suis GZ1
0.0000	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	2	0	0	0	0	S1	1214179	                    Streptococcus suis 6407
0.0000	3	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S1	568814	                    Streptococcus suis BM407
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S1	1004951	                    Streptococcus suis ST1
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S1	1276647	                    Streptococcus suis TL13
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	1340847	                    Streptococcus suis T15
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	1004952	                    Streptococcus suis D12
0.0018	810	532	0	0	7	7	3	3	9	9	3	3	4	3	0	0	4	3	773	500	5	3	0	0	2	1	S	1308	                  Streptococcus thermophilus
0.0006	252	252	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	248	248	2	2	0	0	0	0	S1	322159	                    Streptococcus thermophilus LMD-9
0.0000	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	0	0	0	S1	264199	                    Streptococcus thermophilus LMG 18311
0.0000	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	1	1	S1	1051074	                    Streptococcus thermophilus JIM 8232
0.0015	658	441	0	0	9	4	3	0	0	0	0	0	1	1	0	0	0	0	639	433	5	3	0	0	1	0	S	150055	                  Streptococcus lutetiensis
0.0005	217	217	0	0	5	5	3	3	0	0	0	0	0	0	0	0	0	0	206	206	2	2	0	0	1	1	S1	1076934	                    Streptococcus lutetiensis 033
0.0015	656	645	0	0	1	1	1	1	2	2	0	0	1	1	0	0	0	0	609	609	41	30	1	1	0	0	S	1311	                  Streptococcus agalactiae
